group_id,n_rows,accepted,reason,c_value,slope,intercept,rmse_log,synthetic_rows,split
state_0.120|0.050|0.640|0.016|0.001|10.610|0.440|1.870|0.320|0.860|0.210|0.050|0.064|0.022|0.002|0.015|0.000|0.010|0.000|1338.000|2.000|1043.000|2.000|1013.000|4.000,10,True,accepted,23.75,-8703.796765211178,42914.20811070758,0.2874630952890885,10,final_train
state_0.120|0.050|0.640|0.016|0.001|10.610|0.440|1.870|0.320|0.860|0.210|0.050|0.064|0.022|0.002|0.015|0.000|0.010|0.000|1338.000|2.000|1043.000|2.000|1013.000|50.000,10,True,accepted,22.0,-7268.805306926016,38198.566282415806,0.20148564465700766,10,final_train
state_0.090|0.021|0.560|0.009|0.009|8.360|0.860|0.010|0.460|0.050|0.200|0.060|0.065|0.007|0.000|0.015|0.000|0.010|0.000|1333.000|1.000|1023.000|2.000|0.000|2.000,6,False,too_few_temperatures,,,,,0,final_train
state_0.110|0.020|0.560|0.013|0.001|11.000|0.420|1.940|0.320|0.870|0.190|0.050|0.053|0.012|0.001|0.015|0.000|0.010|0.000|1323.000|1.000|1043.000|3.000|1013.000|4.000,5,False,too_few_stresses,,,,,0,final_train
state_0.106|0.040|0.460|0.008|0.001|8.960|0.470|1.840|0.060|0.050|0.200|0.069|0.051|0.007|0.001|0.015|0.000|0.005|0.000|1338.000|2.000|1043.000|2.000|1013.000|4.000,4,False,too_few_rows,,,,,0,final_train
state_0.120|0.050|0.580|0.006|0.005|11.260|0.490|1.790|0.740|0.050|0.200|0.075|0.049|0.004|0.000|0.015|0.000|0.010|0.000|1353.000|1.000|1043.000|2.000|0.000|2.000,7,True,accepted,30.0,-9197.08549435562,49047.65739906858,0.25320298017648296,7,final_train
state_0.130|0.040|0.550|0.005|0.004|11.070|0.050|1.870|0.750|0.050|0.200|0.080|0.046|0.003|0.000|0.015|0.000|0.010|0.000|1353.000|1.000|1043.000|2.000|0.000|2.000,7,True,accepted,30.0,-10264.285235962863,51324.68221126042,0.12439421909383758,7,final_train
state_0.080|0.050|0.500|0.005|0.002|11.000|0.150|2.600|0.500|0.050|0.200|0.070|0.050|0.005|0.004|2.500|0.000|0.010|0.000|1343.000|1.000|1073.000|1.000|0.000|2.000,25,False,rmse_too_high,30.0,-8843.304243509034,49590.668135163614,0.43660654329458776,0,final_train
state_0.105|0.420|0.390|0.009|0.002|8.330|0.960|0.010|0.130|0.080|0.200|0.070|0.056|0.005|0.000|0.015|0.000|0.010|0.000|1313.000|1.000|1033.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.105|0.420|0.390|0.009|0.002|8.330|0.960|0.010|0.130|0.080|0.200|0.070|0.056|0.005|0.000|0.015|0.000|0.010|0.000|1313.000|3.000|1033.000|3.000|0.000|2.000,5,False,too_few_stresses,,,,,0,final_train
state_0.105|0.420|0.390|0.009|0.002|8.330|0.960|0.010|0.130|0.080|0.200|0.070|0.056|0.005|0.000|0.015|0.000|0.010|0.000|1313.000|2.000|1033.000|2.000|0.000|2.000,5,False,too_few_stresses,,,,,0,final_train
state_0.105|0.420|0.390|0.009|0.002|8.330|0.960|0.010|0.130|0.080|0.200|0.070|0.056|0.005|0.000|0.015|0.000|0.010|0.000|1313.000|4.000|1033.000|4.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.105|0.420|0.390|0.009|0.002|8.330|0.960|0.010|0.130|0.080|0.200|0.070|0.056|0.005|0.000|0.015|0.000|0.010|0.000|1373.000|3.000|1033.000|3.000|0.000|2.000,5,False,too_few_stresses,,,,,0,final_train
state_0.105|0.420|0.390|0.009|0.002|8.330|0.960|0.010|0.130|0.080|0.200|0.070|0.056|0.005|0.000|0.015|0.000|0.010|0.000|1423.000|3.000|1033.000|3.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.089|0.280|0.470|0.021|0.006|9.240|0.960|0.010|0.160|0.080|0.210|0.054|0.035|0.005|0.000|0.015|0.000|0.010|0.000|1313.000|1.000|1033.000|1.000|0.000|2.000,7,False,too_few_stresses,,,,,0,final_train
state_0.089|0.280|0.470|0.021|0.006|9.240|0.960|0.010|0.160|0.080|0.210|0.054|0.035|0.005|0.000|0.015|0.000|0.010|0.000|1313.000|1.000|1053.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
