group_id,n_rows,accepted,reason,c_value,slope,intercept,rmse_log,synthetic_rows,split
state_0.086|0.050|0.315|0.006|0.009|8.470|1.020|0.010|0.010|0.015|0.180|0.060|0.036|0.005|0.001|0.014|0.000|0.014|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,5,True,accepted,30.0,-9476.594195252032,49660.99789815414,0.11230714586268589,5,final_train
state_0.097|0.040|0.380|0.008|0.009|8.920|1.085|0.010|0.050|0.020|0.220|0.095|0.032|0.006|0.001|0.017|0.000|0.012|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,5,True,accepted,28.75,-9209.010581438451,47984.46919119562,0.03645618479631783,5,final_train
state_0.080|0.030|0.335|0.008|0.010|8.595|1.020|0.010|0.050|0.020|0.210|0.050|0.034|0.004|0.000|0.016|0.000|0.012|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.052|0.020|0.350|0.006|0.008|8.250|0.790|0.010|0.050|0.020|0.110|0.045|0.038|0.003|0.000|0.016|0.000|0.010|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,3,False,too_few_rows,,,,,0,final_train
state_0.048|0.095|0.545|0.008|0.008|9.800|2.055|0.010|0.050|0.020|0.125|0.065|0.026|0.010|0.002|0.016|0.000|0.010|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,2,False,too_few_rows,,,,,0,final_train
state_0.072|0.055|0.355|0.006|0.008|7.915|1.055|0.010|0.040|0.020|0.120|0.060|0.036|0.006|0.002|0.014|0.000|0.016|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.060|0.060|0.345|0.006|0.009|8.585|0.995|0.010|0.050|0.020|0.120|0.080|0.053|0.006|0.001|0.015|0.000|0.011|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.083|0.050|0.360|0.008|0.008|8.620|0.910|0.010|0.050|0.020|0.110|0.050|0.036|0.006|0.001|0.014|0.000|0.016|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.082|0.065|0.360|0.006|0.009|8.650|1.030|0.010|0.060|0.020|0.105|0.060|0.066|0.006|0.002|0.015|0.000|0.012|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,2,False,too_few_rows,,,,,0,final_train
state_0.070|0.111|0.400|0.008|0.008|8.805|1.025|0.010|0.050|0.020|0.130|0.065|0.038|0.008|0.002|0.015|0.000|0.014|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,1,False,too_few_rows,,,,,0,final_train
state_0.066|0.080|0.385|0.008|0.008|8.615|0.855|0.010|0.050|0.020|0.120|0.065|0.040|0.010|0.002|0.015|0.000|0.007|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,2,False,too_few_rows,,,,,0,final_train
state_0.086|0.095|0.380|0.008|0.008|8.920|0.990|0.010|0.050|0.020|0.100|0.060|0.038|0.012|0.002|0.016|0.000|0.010|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,2,False,too_few_rows,,,,,0,final_train
state_0.098|0.075|0.370|0.008|0.010|8.735|0.970|0.010|0.050|0.020|0.105|0.055|0.054|0.006|0.001|0.016|0.000|0.011|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.080|0.090|0.745|0.008|0.004|9.040|1.185|0.010|0.050|0.035|0.170|0.125|0.029|0.010|0.002|0.018|0.000|0.012|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.056|0.075|0.810|0.008|0.006|8.920|1.425|0.010|0.060|0.040|0.030|0.080|0.027|0.008|0.002|0.022|0.000|0.010|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.091|0.105|0.390|0.004|0.004|9.040|0.947|0.010|0.090|0.010|0.210|0.160|0.040|0.022|0.002|0.020|0.000|0.007|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.057|0.020|0.600|0.022|0.008|10.220|0.930|0.010|0.170|0.090|0.262|0.084|0.010|0.004|0.000|0.024|0.000|0.012|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.044|0.030|0.540|0.017|0.008|10.410|0.980|0.010|0.420|0.100|0.191|0.052|0.008|0.006|0.000|0.026|0.000|0.017|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,2,False,too_few_rows,,,,,0,final_train
state_0.059|0.010|0.430|0.018|0.008|9.660|0.850|0.010|0.290|0.080|0.153|0.015|0.042|0.003|0.000|0.026|0.000|0.015|0.000|1311.000|1.000|1033.000|1.000|0.000|2.000,3,False,too_few_rows,,,,,0,final_train
state_0.100|0.410|0.390|0.013|0.003|8.520|0.960|0.010|0.110|0.050|0.220|0.080|0.038|0.003|0.000|0.015|0.000|0.010|0.000|1313.000|0.170|1053.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.100|0.410|0.390|0.013|0.003|8.520|0.960|0.010|0.110|0.050|0.220|0.080|0.038|0.003|0.000|0.015|0.000|0.010|0.000|1313.000|0.500|1053.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.100|0.410|0.390|0.013|0.003|8.520|0.960|0.010|0.110|0.050|0.220|0.080|0.038|0.003|0.000|0.015|0.000|0.010|0.000|1313.000|1.000|1053.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.099|0.385|0.420|0.017|0.004|8.750|0.960|0.030|0.128|0.400|0.200|0.070|0.058|0.024|0.003|0.015|0.000|0.010|0.000|1323.000|1.000|953.000|1.000|0.000|2.000,9,True,accepted,29.5,-7990.390566823955,45722.838442457636,0.19758772388647303,9,final_train
state_0.096|0.320|0.460|0.015|0.004|8.460|0.960|0.010|0.180|0.050|0.240|0.078|0.050|0.005|0.000|0.015|0.000|0.010|0.000|1373.000|1.000|1023.000|1.000|0.000|2.000,7,True,accepted,20.0,-4842.291984073865,31036.42878271747,0.07631822556095841,7,final_train
state_0.096|0.320|0.460|0.015|0.004|8.460|0.960|0.010|0.180|0.050|0.240|0.078|0.050|0.005|0.000|0.015|0.000|0.010|0.000|1323.000|1.000|1023.000|1.000|0.000|2.000,8,True,accepted,30.0,-7281.022261525714,44683.09089758177,0.16598837160449362,8,final_train
state_0.096|0.320|0.460|0.015|0.004|8.460|0.960|0.010|0.180|0.050|0.240|0.078|0.050|0.005|0.000|0.015|0.000|0.010|0.000|1323.000|1.000|1053.000|1.000|0.000|2.000,7,True,accepted,30.0,-7574.833607227726,45032.270383678515,0.08454335801853571,7,final_train
state_0.096|0.320|0.460|0.015|0.004|8.460|0.960|0.010|0.180|0.050|0.240|0.078|0.050|0.005|0.000|0.015|0.000|0.010|0.000|1373.000|1.000|1053.000|1.000|0.000|2.000,6,True,accepted,24.25,-5942.409531452257,36817.58476697958,0.09447028208480848,6,final_train
state_0.090|0.250|0.450|0.007|0.001|8.500|1.000|0.010|0.120|0.020|0.203|0.074|0.045|0.008|0.000|0.015|0.000|0.010|0.000|1323.000|1.500|1053.000|1.000|0.000|2.000,13,True,accepted,22.0,-6461.423051993402,35192.942415216436,0.2056372114653406,13,final_train
state_0.075|0.240|0.600|0.005|0.001|8.350|0.950|0.010|0.070|0.010|0.230|0.045|0.014|0.015|0.000|0.015|0.000|0.010|0.000|1323.000|1.500|1023.000|1.500|983.000|8.500,23,True,accepted,29.0,-12095.733956512851,54496.20476484099,0.18802284401390604,20,final_train
state_0.150|0.030|0.590|0.008|0.003|10.380|1.210|0.340|0.630|0.050|0.190|0.045|0.046|0.005|0.000|0.015|0.000|0.010|0.000|1348.000|32.000|843.000|31.000|933.000|46.000,4,False,too_few_rows,,,,,0,final_train
state_0.140|0.030|0.520|0.009|0.002|10.340|1.050|1.060|0.730|0.050|0.210|0.070|0.041|0.005|0.000|0.015|0.000|0.010|0.000|1323.000|33.000|843.000|31.000|933.000|49.000,4,False,too_few_rows,,,,,0,final_train
state_0.140|0.040|0.470|0.012|0.005|9.340|1.680|0.010|0.580|0.050|0.170|0.062|0.042|0.002|0.000|0.015|0.000|0.010|0.000|1323.000|33.000|823.000|32.000|938.000|44.000,4,False,too_few_rows,,,,,0,final_train
state_0.130|0.050|0.430|0.006|0.004|8.950|1.180|0.650|0.060|0.050|0.170|0.062|0.049|0.002|0.000|0.990|0.000|0.010|0.000|1373.000|15.000|823.000|20.000|953.000|23.000,15,True,accepted,27.0,-6899.001628272195,42561.878579546465,0.25089994204874794,15,final_train
state_0.130|0.050|0.430|0.006|0.004|8.950|1.180|0.650|0.060|0.050|0.170|0.062|0.049|0.002|0.000|0.990|0.000|0.010|0.000|1323.000|15.000|963.000|23.000|0.000|2.000,12,True,accepted,29.5,-8074.370739684886,46995.20661972227,0.23195695273353198,12,final_train
state_0.130|0.040|0.460|0.006|0.005|9.010|1.170|0.600|0.500|0.050|0.160|0.055|0.035|0.002|0.003|0.015|0.000|0.010|0.000|1373.000|2.000|933.000|20.000|0.000|2.000,7,True,accepted,30.0,-6649.880748987566,43995.91157516617,0.1626935629521917,7,final_train
state_0.210|0.050|0.440|0.007|0.006|10.160|1.440|0.010|0.490|0.050|0.220|0.055|0.034|0.002|0.000|0.015|0.000|0.010|0.000|1373.000|15.000|823.000|20.000|933.000|50.000,13,True,accepted,28.75,-7614.11050762579,45195.87464519521,0.22774545178600727,13,final_train
state_0.200|0.060|0.330|0.007|0.003|10.500|1.500|0.010|0.040|0.050|0.210|0.062|0.029|0.002|0.000|0.015|0.000|0.010|0.000|1373.000|15.000|823.000|20.000|933.000|50.000,9,True,accepted,29.5,-7258.974666538774,45548.53319505901,0.11338750936750198,9,final_train
state_0.120|0.060|0.490|0.007|0.005|10.380|0.280|1.980|0.520|0.050|0.190|0.047|0.051|0.005|0.000|0.015|0.000|0.010|0.000|1323.000|15.000|823.000|20.000|953.000|23.000,4,False,too_few_rows,,,,,0,final_train
state_0.120|0.070|0.500|0.007|0.002|11.560|0.300|2.010|0.550|0.050|0.170|0.045|0.047|0.005|0.000|0.015|0.000|0.010|0.000|1323.000|15.000|823.000|20.000|953.000|23.000,6,False,too_few_temperatures,,,,,0,final_train
state_0.120|0.070|0.500|0.005|0.002|10.970|0.290|2.000|0.550|0.050|0.170|0.045|0.049|0.005|0.000|0.015|0.000|0.010|0.000|1323.000|15.000|823.000|20.000|948.000|23.000,6,False,too_few_temperatures,,,,,0,final_train
state_0.120|0.070|0.500|0.005|0.002|10.970|0.290|2.000|0.550|0.050|0.170|0.045|0.049|0.005|0.000|0.015|0.000|0.010|0.000|1373.000|15.000|823.000|20.000|958.000|23.000,6,False,too_few_temperatures,,,,,0,final_train
state_0.120|0.060|0.490|0.005|0.007|10.380|0.280|1.980|0.520|0.050|0.190|0.047|0.051|0.005|0.000|0.015|0.000|0.010|0.000|1373.000|15.000|823.000|20.000|958.000|23.000,5,False,too_few_temperatures,,,,,0,final_train
state_0.120|0.060|0.490|0.005|0.007|10.380|0.280|1.980|0.520|0.050|0.190|0.047|0.051|0.005|0.000|0.015|0.000|0.010|0.000|1323.000|15.000|823.000|20.000|983.000|23.000,4,False,too_few_rows,,,,,0,final_train
state_0.057|0.556|0.566|0.002|0.006|9.978|2.037|0.010|0.100|0.050|0.013|0.005|0.017|0.005|0.000|0.015|0.000|0.010|0.000|1323.000|0.500|973.000|1.000|0.000|2.000,12,True,accepted,28.75,-7863.126754371931,44133.53438109111,0.2990729114885943,12,final_train
state_0.046|0.544|0.550|0.002|0.007|9.950|2.031|0.010|0.100|0.050|0.214|0.005|0.017|0.005|0.000|0.015|0.000|0.010|0.000|1323.000|0.500|973.000|1.000|0.000|2.000,13,False,rmse_too_high,27.0,-9092.199738220741,46102.04897558509,0.38789706681564856,0,final_train
state_0.044|0.522|0.549|0.002|0.008|9.907|2.014|0.010|0.100|0.050|0.025|0.103|0.017|0.005|0.000|0.015|0.000|0.010|0.000|1323.000|0.500|973.000|1.000|0.000|2.000,9,True,accepted,23.0,-6117.623540502269,36064.89131779306,0.2720942374959064,9,final_train
state_0.045|0.529|0.535|0.002|0.008|9.875|2.012|0.010|0.100|0.050|0.012|0.050|0.017|0.005|0.000|0.015|0.000|0.010|0.000|1323.000|0.500|973.000|1.000|0.000|2.000,5,False,too_few_temperatures,,,,,0,final_train
state_0.056|0.567|0.554|0.002|0.005|10.270|2.095|0.010|0.100|0.050|0.179|0.055|0.017|0.005|0.000|0.015|0.000|0.010|0.000|1323.000|0.500|973.000|1.000|0.000|2.000,12,False,rmse_too_high,30.0,-8759.889580378063,48504.965885577614,0.45614727395468685,0,final_train
state_0.049|0.520|0.600|0.010|0.012|10.030|2.070|0.010|0.100|0.050|0.100|0.049|0.017|0.005|0.000|0.015|0.000|0.010|0.000|1323.000|0.500|973.000|1.000|0.000|2.000,28,False,rmse_too_high,27.5,-7229.644911998863,43209.96932812435,0.5668781785958835,0,final_train
state_0.210|0.350|0.850|0.007|0.013|10.510|1.400|0.010|0.050|0.010|0.010|0.005|0.013|0.005|0.051|0.015|0.000|0.010|0.000|1423.000|1.000|923.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.200|0.310|0.890|0.007|0.014|10.400|1.400|0.010|0.050|0.010|0.020|0.005|0.015|0.005|0.042|0.015|0.000|0.010|0.000|1423.000|1.000|923.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.210|0.360|0.870|0.007|0.014|10.400|1.410|0.010|0.050|0.010|0.200|0.060|0.010|0.005|0.037|0.015|0.000|0.010|0.000|1423.000|1.000|923.000|1.000|0.000|2.000,3,False,too_few_rows,,,,,0,final_train
state_0.200|0.360|0.870|0.007|0.012|10.430|1.400|0.010|0.050|0.020|0.210|0.130|0.010|0.005|0.045|0.015|0.000|0.010|0.000|1423.000|1.000|923.000|1.000|0.000|2.000,2,False,too_few_rows,,,,,0,final_train
state_0.200|0.360|0.870|0.007|0.014|10.430|1.400|0.010|0.050|0.020|0.210|0.130|0.010|0.005|0.045|0.015|0.000|0.010|0.000|1423.000|1.000|923.000|1.000|0.000|2.000,2,False,too_few_rows,,,,,0,final_train
state_0.200|0.380|0.920|0.008|0.010|10.710|1.440|0.010|0.060|0.010|0.190|0.220|0.017|0.005|0.026|0.015|0.000|0.010|0.000|1423.000|1.000|923.000|1.000|0.000|2.000,5,False,too_few_temperatures,,,,,0,final_train
state_0.220|0.330|0.800|0.009|0.008|10.210|1.320|0.010|0.070|0.020|0.180|0.280|0.017|0.005|0.023|0.015|0.000|0.010|0.000|1423.000|1.000|923.000|1.000|0.000|2.000,4,False,too_few_rows,,,,,0,final_train
state_0.100|0.270|0.440|0.005|0.001|8.840|0.940|0.010|0.090|0.010|0.230|0.081|0.064|0.005|0.000|0.015|0.000|0.010|0.000|1338.000|1.000|933.000|3.000|913.000|8.400,25,True,accepted,30.0,-9389.664506694018,49286.44393763307,0.25632364869706853,20,final_train
state_0.100|0.240|0.450|0.004|0.001|8.840|0.950|0.010|0.040|0.010|0.210|0.079|0.055|0.011|0.000|0.015|0.000|0.010|0.000|1338.000|1.000|933.000|3.000|913.000|8.400,12,True,accepted,30.0,-10146.059928428778,51000.9404826165,0.2062590772398141,12,final_train
state_0.000|0.000|0.000|0.000|0.000|3.600|1.000|8.000|61.700|0.000|0.000|0.300|0.000|6.000|0.000|9.500|6.000|0.000|3.500|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.500|1.500|6.000|60.500|0.000|0.000|0.000|0.000|6.500|0.000|9.000|9.000|0.000|4.000|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|4.000|3.000|4.000|72.000|0.000|0.000|0.000|0.000|6.000|0.000|6.000|5.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|4.000|3.000|6.000|70.000|0.000|0.000|0.000|0.000|6.000|0.000|6.000|5.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|4.000|3.000|4.000|67.500|0.000|0.000|0.000|0.000|6.000|0.000|6.000|5.000|0.000|4.500|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|4.000|3.000|4.000|69.000|0.000|0.000|0.000|0.000|6.000|0.000|6.000|8.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|4.000|3.000|4.000|67.000|0.000|0.000|0.000|0.000|6.000|0.000|6.000|8.000|0.000|2.000|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|4.000|3.000|4.000|64.800|0.000|0.000|0.000|0.000|6.000|0.000|6.000|8.000|0.000|4.200|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|6.500|3.000|4.000|66.500|0.000|0.000|0.000|0.000|6.000|0.000|4.000|8.000|0.000|2.000|0.000|0.000|0.000|0.000|0.000|0.000,9,True,accepted,13.75,-6145.295515937604,34615.23079154318,0.1267922206215986,9,final_train
state_0.000|0.000|0.000|0.000|0.000|5.000|3.000|4.000|65.800|0.000|0.000|0.000|0.000|6.000|0.000|4.000|8.000|0.000|4.200|0.000|0.000|0.000|0.000|0.000|0.000,9,True,accepted,20.0,-9442.472894534616,50304.17993938736,0.1388233558991898,9,final_train
state_0.000|0.000|0.000|0.000|0.000|4.150|6.000|4.000|68.450|0.000|0.000|0.000|0.000|6.000|0.000|3.900|7.500|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000,14,True,accepted,10.25,-4729.082399397125,26894.323406891053,0.1830600913577564,14,final_train
state_0.000|0.000|0.000|0.000|0.000|4.150|6.000|6.000|66.450|0.000|0.000|0.000|0.000|6.000|0.000|3.900|7.500|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000,3,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|5.820|6.250|4.070|64.290|0.000|0.000|0.000|0.000|5.980|0.000|5.970|7.620|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|5.800|6.070|5.960|60.760|0.000|0.000|0.000|0.000|5.990|0.000|5.890|7.550|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.000|2.000|5.900|58.900|0.000|0.000|0.000|0.000|5.900|0.000|11.800|5.900|0.000|4.900|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.000|2.000|6.000|64.300|0.000|0.000|0.000|0.000|6.000|0.000|6.000|5.600|0.000|5.000|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.000|3.000|6.000|64.900|0.000|0.000|0.000|0.000|6.000|0.000|6.000|6.000|0.000|5.000|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|2.900|3.900|5.800|59.200|0.000|0.000|0.000|0.000|5.800|0.000|5.800|5.600|0.000|4.900|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.500|1.500|6.000|62.000|0.000|0.000|0.000|0.000|6.000|0.000|9.000|8.000|0.000|4.000|0.000|0.000|0.000|0.000|0.000|0.000,4,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.000|1.000|6.000|71.900|0.000|0.000|0.000|0.000|6.000|0.000|0.000|8.000|0.000|4.000|0.000|0.000|0.000|0.000|0.000|0.000,3,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.000|1.000|6.000|75.900|0.000|0.000|0.000|0.000|6.000|0.000|0.000|8.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000,3,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.000|1.000|6.000|72.900|0.000|0.000|0.000|0.000|6.000|0.000|3.000|8.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000,3,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.000|1.000|6.000|63.900|0.000|0.000|0.000|0.000|6.000|0.000|12.000|8.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000,3,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|7.800|2.000|5.700|63.800|0.000|0.000|0.000|0.000|5.200|0.000|6.500|7.900|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
state_0.000|0.100|0.000|0.000|0.000|4.000|4.000|5.000|68.000|0.000|0.000|0.000|0.000|5.800|0.000|0.000|6.000|0.000|3.000|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.000|0.100|0.000|0.000|0.000|4.000|1.000|5.000|70.300|0.000|0.000|0.000|0.000|6.000|0.000|0.000|5.000|0.000|4.000|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|2.000|0.400|5.400|69.650|0.000|0.000|0.080|0.000|5.780|0.000|1.750|8.200|0.000|6.500|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.050|0.000|0.000|0.000|0.000|4.500|1.100|5.750|57.100|0.000|0.000|0.000|0.000|6.000|0.000|12.500|7.500|0.000|5.350|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.800|1.500|7.000|66.400|0.000|0.000|0.000|0.000|5.200|0.000|8.500|6.000|0.000|1.600|0.000|0.000|0.000|0.000|0.000|0.000,5,True,accepted,18.0,-8083.703918801887,44998.2498983698,0.010097482844115291,5,final_train
state_0.100|0.000|0.000|0.000|0.000|3.000|0.000|5.740|60.860|0.000|0.000|0.340|0.000|5.500|0.000|7.620|6.450|0.000|6.080|0.000|0.000|0.000|0.000|0.000|0.000,5,True,accepted,10.0,-3284.5224428661763,23714.07238516095,0.1785362194643731,5,final_train
state_0.000|0.000|0.000|0.000|0.000|5.000|5.000|5.000|57.000|0.000|0.000|0.000|0.000|6.000|0.000|12.000|5.000|0.000|5.000|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
state_0.100|0.000|0.000|0.000|0.000|7.000|4.600|4.600|63.300|0.000|0.000|0.000|0.000|6.000|0.000|4.600|6.600|0.000|3.000|0.000|0.000|0.000|0.000|0.000|0.000,6,True,accepted,10.0,-10184.347673279128,38178.44070088997,0.07131267407719372,6,final_train
state_0.000|0.000|0.000|0.000|0.000|3.600|1.000|5.400|61.900|0.000|0.000|0.000|0.000|6.000|0.000|7.100|7.900|0.000|4.400|0.000|0.000|0.000|0.000|0.000|0.000,3,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.500|2.400|5.500|60.800|0.000|0.000|0.000|0.000|6.000|0.000|6.900|8.000|0.000|4.100|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.500|1.000|5.400|61.100|0.000|0.000|0.000|0.000|6.000|0.000|6.900|8.000|0.000|4.000|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.500|1.000|5.500|53.800|0.000|0.000|0.000|0.000|6.100|0.000|15.000|8.100|0.000|4.200|0.000|0.000|0.000|0.000|0.000|0.000,3,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|3.500|2.400|5.400|52.100|0.000|0.000|0.000|0.000|6.100|0.000|14.500|8.000|0.000|4.000|0.000|0.000|0.000|0.000|0.000|0.000,3,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|6.500|1.000|5.400|59.600|0.000|0.000|0.000|0.000|6.000|0.000|6.900|7.900|0.000|4.000|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|5.700|2.100|5.300|58.800|0.000|0.000|0.000|0.000|6.000|0.000|6.700|7.800|0.000|3.900|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.010|0.000|0.000|0.000|0.000|4.000|2.000|7.000|62.840|0.000|0.000|0.000|0.000|6.000|0.000|8.000|7.000|0.000|3.000|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.010|0.000|0.000|0.000|0.000|4.000|2.000|7.000|62.590|0.000|0.000|0.000|0.000|6.000|0.000|8.000|7.000|0.000|3.000|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.010|0.000|0.000|0.000|0.000|4.000|2.000|7.000|62.190|0.000|0.000|0.000|0.000|6.000|0.000|8.000|7.000|0.000|3.000|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|6.500|0.600|6.000|61.698|0.000|0.000|0.000|0.000|5.600|0.000|9.000|6.500|0.000|3.000|0.000|0.000|0.000|0.000|0.000|0.000,4,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|4.000|2.000|5.000|69.400|0.000|0.000|0.000|0.000|6.000|0.000|0.000|5.000|0.000|4.000|0.000|0.000|0.000|0.000|0.000|0.000,1,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|6.400|1.700|6.800|62.100|0.000|0.000|0.000|0.000|6.200|0.000|6.700|7.900|0.000|1.600|0.000|0.000|0.000|0.000|0.000|0.000,3,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|6.500|3.000|4.400|63.341|0.000|0.000|0.000|0.000|6.200|0.000|6.800|8.000|0.000|1.700|0.000|0.000|0.000|0.000|0.000|0.000,3,False,too_few_rows,,,,,0,final_train
state_0.000|0.000|0.000|0.000|0.000|6.600|4.300|2.000|63.600|0.000|0.000|0.000|0.000|6.300|0.000|6.900|8.000|0.000|1.700|0.000|0.000|0.000|0.000|0.000|0.000,3,False,too_few_rows,,,,,0,final_train
state_0.005|0.000|0.000|0.000|0.000|9.150|0.940|10.900|68.905|0.000|0.000|0.000|0.000|5.790|0.000|0.000|2.900|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000,4,False,too_few_rows,,,,,0,final_train
state_0.050|0.000|0.000|0.000|0.000|7.000|2.000|5.000|61.950|0.000|0.000|0.000|0.000|6.000|0.004|8.000|7.000|0.000|3.000|0.000|0.000|0.000|0.000|0.000|0.000,2,False,too_few_rows,,,,,0,final_train
