predicted_log_life,material_cost,physics_risk,KN,Ms_temp,laves_risk_heuristic,Z_phase_risk_heuristic,CEQ,MX_balance_heuristic,total_alloy_wt,metallurgy_penalty,thermo_penalty,ood_penalty,elemental_ood_penalty,thermo_success,thermo_error,laves_fraction,sigma_fraction,m23c6_fraction,m6c_fraction,bcc_fraction,fcc_fraction,laves_penalty_calphad,sigma_penalty_calphad,fcc_penalty_calphad,m6c_penalty_calphad,phase_info,ood_distance,ood_distance_threshold,ood_reference_features,ood_error,ood_percentile,ood_is_out_of_distribution,ood_top_contributors,nearest_neighbors,ood_explain_error,C,Si,Mn,P,S,Cr,Mo,W,Ni,Cu,V,Nb,N,Al,B,Co,Ta,O,Re,Fe_balance,selection_physical_score,selection_physical_violations,selection_cost_ok,selection_cost_excess,selection_policy,selection_note
2.798768361111461,1.8300111240269012,0.0,6.280145302772625,319.2972105718603,1.1218233595969198,7.945653142361201,2.111701926240975,1.4208378163196878,11.776532338280147,0.0,0.0,0.0,0.0,True,,0.005314600376000021,0.0,0.031077427406493014,0.0,0.9598702236211506,0.0037377485963563596,0.0,0.0,0.0,0.0,"{""M23C6"": 0.031077427406493014, ""BCC_A2"": 0.9598702236211506, ""LAVES_PHASE"": 0.005314600376000021, ""FCC_A1"": 0.0037377485963563596}",3.5524968424373418,5.892533855303209,"[""C"", ""Si"", ""Mn"", ""Cr"", ""Mo"", ""W"", ""Ni"", ""V"", ""Nb"", ""N"", ""B""]",,78.98089171974523,False,"[{""element"": ""Mn"", ""candidate_value"": 0.33577415903692553, ""reference_mean"": 0.49483757961783437, ""difference"": -0.15906342058090883, ""raw_contribution"": 4.4201426014744465, ""abs_share"": 0.3111623164530953}, {""element"": ""B"", ""candidate_value"": 0.009999851808177817, ""reference_mean"": 0.0014404458598726113, ""difference"": 0.008559405948305206, ""raw_contribution"": 4.269511876991664, ""abs_share"": 0.30055844925129144}, {""element"": ""V"", ""candidate_value"": 0.21092607867604724, ""reference_mean"": 0.13796019108280255, ""difference"": 0.07296588759324468, ""raw_contribution"": 1.2929240998833444, ""abs_share"": 0.09101725762954672}, {""element"": ""W"", ""candidate_value"": 1.5373299359261285, ""reference_mean"": 0.49871019108280257, ""difference"": 1.0386197448433259, ""raw_contribution"": 1.261658171950571, ""abs_share"": 0.08881624751770734}, {""element"": ""C"", ""candidate_value"": 0.1491395560926482, ""reference_mean"": 0.10053702229299363, ""difference"": 0.04860253379965457, ""raw_contribution"": 0.7399096326225715, ""abs_share"": 0.05208700623730975}]","[{""rank"": 1, ""row_index"": 760, ""standardized_distance"": 2.396880872165789, ""temp"": 873.0, ""stress"": 203.0, ""log_life"": 3.1065308538223815, ""composition"": {""C"": 0.085, ""Si"": 0.06, ""Mn"": 0.45, ""Cr"": 9.0, ""Mo"": 0.5, ""W"": 1.8, ""Ni"": 0.1, ""V"": 0.2, ""Nb"": 0.054, ""N"": 0.048, ""B"": 0.004}, ""delta_from_candidate"": {""C"": 0.0641395560926482, ""Si"": 0.05820997783096553, ""Mn"": -0.11422584096307448, ""Cr"": -0.032325638963115466, ""Mo"": -0.14684160836614435, ""W"": -0.2626700640738715, ""Ni"": -0.09627633940777036, ""V"": 0.010926078676047224, ""Nb"": -0.006879127651515098, ""N"": -0.015524506702200624, ""B"": 0.005999851808177817}}, {""rank"": 2, ""row_index"": 761, ""standardized_distance"": 2.396880872165789, ""temp"": 873.0, ""stress"": 204.0, ""log_life"": 3.2425414282983844, ""composition"": {""C"": 0.085, ""Si"": 0.06, ""Mn"": 0.45, ""Cr"": 9.0, ""Mo"": 0.5, ""W"": 1.8, ""Ni"": 0.1, ""V"": 0.2, ""Nb"": 0.054, ""N"": 0.048, ""B"": 0.004}, ""delta_from_candidate"": {""C"": 0.0641395560926482, ""Si"": 0.05820997783096553, ""Mn"": -0.11422584096307448, ""Cr"": -0.032325638963115466, ""Mo"": -0.14684160836614435, ""W"": -0.2626700640738715, ""Ni"": -0.09627633940777036, ""V"": 0.010926078676047224, ""Nb"": -0.006879127651515098, ""N"": -0.015524506702200624, ""B"": 0.005999851808177817}}, {""rank"": 3, ""row_index"": 762, ""standardized_distance"": 2.396880872165789, ""temp"": 873.0, ""stress"": 182.0, ""log_life"": 3.9320169064342014, ""composition"": {""C"": 0.085, ""Si"": 0.06, ""Mn"": 0.45, ""Cr"": 9.0, ""Mo"": 0.5, ""W"": 1.8, ""Ni"": 0.1, ""V"": 0.2, ""Nb"": 0.054, ""N"": 0.048, ""B"": 0.004}, ""delta_from_candidate"": {""C"": 0.0641395560926482, ""Si"": 0.05820997783096553, ""Mn"": -0.11422584096307448, ""Cr"": -0.032325638963115466, ""Mo"": -0.14684160836614435, ""W"": -0.2626700640738715, ""Ni"": -0.09627633940777036, ""V"": 0.010926078676047224, ""Nb"": -0.006879127651515098, ""N"": -0.015524506702200624, ""B"": 0.005999851808177817}}, {""rank"": 4, ""row_index"": 763, ""standardized_distance"": 2.396880872165789, ""temp"": 923.0, ""stress"": 213.0, ""log_life"": 0.505149978319906, ""composition"": {""C"": 0.085, ""Si"": 0.06, ""Mn"": 0.45, ""Cr"": 9.0, ""Mo"": 0.5, ""W"": 1.8, ""Ni"": 0.1, ""V"": 0.2, ""Nb"": 0.054, ""N"": 0.048, ""B"": 0.004}, ""delta_from_candidate"": {""C"": 0.0641395560926482, ""Si"": 0.05820997783096553, ""Mn"": -0.11422584096307448, ""Cr"": -0.032325638963115466, ""Mo"": -0.14684160836614435, ""W"": -0.2626700640738715, ""Ni"": -0.09627633940777036, ""V"": 0.010926078676047224, ""Nb"": -0.006879127651515098, ""N"": -0.015524506702200624, ""B"": 0.005999851808177817}}, {""rank"": 5, ""row_index"": 764, ""standardized_distance"": 2.396880872165789, ""temp"": 923.0, ""stress"": 199.0, ""log_life"": 1.146128035678238, ""composition"": {""C"": 0.085, ""Si"": 0.06, ""Mn"": 0.45, ""Cr"": 9.0, ""Mo"": 0.5, ""W"": 1.8, ""Ni"": 0.1, ""V"": 0.2, ""Nb"": 0.054, ""N"": 0.048, ""B"": 0.004}, ""delta_from_candidate"": {""C"": 0.0641395560926482, ""Si"": 0.05820997783096553, ""Mn"": -0.11422584096307448, ""Cr"": -0.032325638963115466, ""Mo"": -0.14684160836614435, ""W"": -0.2626700640738715, ""Ni"": -0.09627633940777036, ""V"": 0.010926078676047224, ""Nb"": -0.006879127651515098, ""N"": -0.015524506702200624, ""B"": 0.005999851808177817}}]",,0.1491395560926482,0.11820997783096553,0.33577415903692553,0.005,0.002,8.967674361036885,0.35315839163385565,1.5373299359261285,0.0037236605922296444,0.0,0.21092607867604724,0.0471208723484849,0.03247549329779938,0.003,0.009999851808177817,0.0,0.0,0.001,0.0,88.22346766171985,0.0,[],True,0.0,physical validity >= predicted life > target cost satisfaction,"물리야금학적 타당성을 먼저 통과한 후보군 중에서 예측 수명이 가장 높은 후보를 우선 선택하고, 수명이 거의 같은 후보 사이에서는 목표 비용 충족 여부와 비용을 비교함."
